Id,SalePrice
1815,53438.48
1816,99278.12
1817,138823.28
1818,121312.97
1819,130487.6
1820,69740.08
1821,124790.805
1822,179821.77
1823,44410.207
1824,133697.81
1825,112672.734
1826,98350.95
1827,104909.086
1828,135310.23
1829,105245.266
1830,160891.5
1831,193931.1
1832,142324.52
1833,155340.78
1834,137519.69
1835,131824.16
1836,153324.03
1837,74568.3
1838,142900.47
1839,83050.53
1840,175170.4
1841,153590.83
1842,100709.64
1843,129449.84
1844,128780.89
1845,129462.14
1846,123923.64
1847,162861.44
1848,70070.24
1849,113723.516
1850,119873.98
1851,141935.23
1852,134660.8
1853,138938.17
1854,168700.78
1855,139991.81
1856,238888.03
1857,84795.54
1858,143917.78
1859,119008.69
1860,144159.88
1861,117556.734
1862,325410.0
1863,325410.0
1864,325410.0
1865,346883.6
1866,376654.72
1867,256913.05
1868,271134.3
1869,191153.23
1870,225723.02
1871,260313.55
1872,160839.03
1873,224976.78
1874,137551.28
1875,185715.53
1876,197284.98
1877,188819.53
1878,219989.12
1879,127150.94
1880,138897.92
1881,208582.11
1882,258500.08
1883,214488.73
1884,235348.2
1885,231785.66
1886,247399.25
1887,210391.22
1888,268239.72
1889,153869.84
1890,130267.36
1891,145946.22
1892,107684.23
1893,124499.11
1894,121952.23
1895,151583.52
1896,120621.59
1897,121598.586
1898,79560.484
1899,118721.68
1900,137631.05
1901,143669.5
1902,144839.22
1903,254590.19
1904,143622.0
1905,181163.7
1906,160600.81
1907,197898.89
1908,112960.914
1909,126715.13
1910,124055.055
1911,193172.97
1912,272321.1
1913,133017.3
1914,67523.945
1915,320574.38
1916,69669.734
1917,277038.84
1918,128538.055
1919,154231.56
1920,190447.11
1921,412605.3
1922,318370.94
1923,223039.45
1924,220211.6
1925,231391.86
1926,409201.47
1927,138892.44
1928,151292.55
1929,123050.63
1930,141036.66
1931,145119.06
1932,136313.73
1933,152663.03
1934,185560.55
1935,177834.52
1936,183319.55
1937,184115.38
1938,165117.98
1939,285989.5
1940,196279.86
1941,176910.44
1942,179838.77
1943,171822.6
1944,320344.47
1945,347822.12
1946,164167.88
1947,338998.03
1948,153908.69
1949,206328.06
1950,181783.64
1951,260035.7
1952,243196.31
1953,157564.67
1954,243074.27
1955,145966.12
1956,286113.84
1957,181417.11
1958,268976.34
1959,161325.1
1960,126157.83
1961,124394.66
1962,92110.7
1963,95004.15
1964,115364.625
1965,161204.55
1966,148915.31
1967,246359.92
1968,403863.84
1969,385791.9
1970,419784.28
1971,462237.4
1972,410543.78
1973,268978.06
1974,281497.47
1975,461008.78
1976,256757.72
1977,351897.62
1978,434454.28
1979,377798.5
1980,196362.3
1981,358076.7
1982,230712.16
1983,230712.16
1984,166444.7
1985,184741.5
1986,197400.39
1987,204603.05
1988,184768.4
1989,182938.11
1990,228617.4
1991,217750.77
1992,216479.38
1993,161883.5
1994,245907.12
1995,180765.1
1996,286765.5
1997,321160.84
1998,350099.78
1999,257736.84
2000,289565.7
2001,241639.75
2002,217440.97
2003,257595.95
2004,261601.02
2005,243923.42
2006,246745.61
2007,280062.78
2008,206441.45
2009,191694.52
2010,185653.73
2011,130164.39
2012,174985.22
2013,186702.22
2014,180918.89
2015,193911.55
2016,200011.83
2017,196117.92
2018,131363.44
2019,135100.45
2020,114413.61
2021,107801.08
2022,195748.61
2023,154674.34
2024,224847.52
2025,460682.62
2026,190563.44
2027,136922.58
2028,151379.33
2029,183692.55
2030,268007.9
2031,283260.25
2032,324856.94
2033,268348.72
2034,156140.25
2035,210732.84
2036,201290.33
2037,201102.7
2038,326267.25
2039,189408.12
2040,418275.06
2041,263054.22
2042,205118.33
2043,176043.88
2044,189303.2
2045,189394.47
2046,158747.67
2047,154699.89
2048,143916.58
2049,142613.86
2050,155844.86
2051,97610.56
2052,145519.0
2053,154109.25
2054,76830.336
2055,144630.14
2056,131180.77
2057,130381.07
2058,210527.86
2059,144271.97
2060,151660.73
2061,186292.48
2062,136258.95
2063,109405.56
2064,140312.5
2065,125533.53
2066,184597.86
2067,116799.8
2068,147860.66
2069,90121.06
2070,107645.2
2071,88534.45
2072,153399.25
2073,131017.45
2074,197141.52
2075,146381.3
2076,114865.7
2077,144567.47
2078,140885.66
2079,131426.98
2080,135976.17
2081,129099.28
2082,139632.31
2083,149105.58
2084,110086.17
2085,147848.83
2086,133842.64
2087,136085.03
2088,120010.56
2089,106447.49
2090,157596.22
2091,130017.38
2092,154222.95
2093,140901.34
2094,123143.85
2095,159996.06
2096,86412.33
2097,89745.67
2098,153700.72
2099,42793.684
2100,109142.85
2101,135014.45
2102,149567.0
2103,114973.99
2104,179859.55
2105,118909.734
2106,87633.45
2107,238271.45
2108,125418.266
2109,131312.95
2110,115497.83
2111,149032.92
2112,146264.84
2113,120105.13
2114,111904.79
2115,160885.55
2116,123368.11
2117,165504.47
2118,133613.95
2119,90740.61
2120,106777.63
2121,104826.16
2122,54388.85
2123,103492.37
2124,214957.8
2125,143788.66
2126,186163.08
2127,148075.58
2128,122984.586
2129,94077.305
2130,142553.6
2131,210593.47
2132,123235.664
2133,114556.28
2134,109618.42
2135,85051.62
2136,88375.39
2137,119266.57
2138,134978.62
2139,149552.14
2140,140305.28
2141,128278.24
2142,136745.06
2143,144448.84
2144,109604.625
2145,131712.7
2146,138744.88
2147,161910.89
2148,125685.24
2149,141334.19
2150,218836.95
2151,132619.72
2152,181313.1
2153,132681.52
2154,118663.18
2155,137332.94
2156,246249.69
2157,221192.14
2158,258177.97
2159,245413.48
2160,168223.86
2161,272501.94
2162,385714.12
2163,364584.94
2164,256330.14
2165,192146.48
2166,147810.69
2167,238774.42
2168,202578.89
2169,181756.47
2170,235419.23
2171,141512.12
2172,146938.06
2173,181887.86
2174,260096.56
2175,281406.72
2176,304509.28
2177,253534.16
2178,221869.88
2179,146357.33
2180,223411.67
2181,205666.38
2182,240941.02
2183,209230.84
2184,143060.89
2185,125721.66
2186,164238.97
2187,147056.38
2188,164666.6
2189,171671.84
2190,84880.46
2191,84880.46
2192,101780.36
2193,99349.04
2194,92389.5
2195,107856.62
2196,106740.98
2197,121452.63
2198,158689.08
2199,131585.05
2200,109035.3
2201,129897.74
2202,217868.25
2203,171229.1
2204,186998.2
2205,114364.016
2206,135428.16
2207,218491.06
2208,232652.56
2209,141492.97
2210,111414.625
2211,104173.33
2212,122405.14
2213,111686.64
2214,139919.62
2215,98317.77
2216,149665.39
2217,54388.24
2218,91575.4
2219,96606.82
2220,75022.69
2221,292162.72
2222,237058.03
2223,261733.16
2224,211823.92
2225,143896.31
2226,184064.12
2227,187124.7
2228,255202.89
2229,223291.61
2230,180319.19
2231,214402.78
2232,179025.8
2233,153714.56
2234,239256.48
2235,208137.22
2236,293415.47
2237,368259.4
2238,203712.3
2239,138747.38
2240,155831.11
2241,140908.89
2242,144055.31
2243,112822.07
2244,116694.9
2245,81641.88
2246,152851.22
2247,98811.07
2248,123405.29
2249,125707.3
2250,136110.56
2251,125103.79
2252,180584.88
2253,164543.11
2254,185036.44
2255,170849.78
2256,177238.17
2257,187895.75
2258,187440.44
2259,188491.75
2260,150322.48
2261,192458.55
2262,212078.56
2263,319280.28
2264,494988.34
2265,172851.56
2266,274527.06
2267,370688.7
2268,383263.94
2269,154842.39
2270,153017.2
2271,223452.52
2272,195686.05
2273,170347.6
2274,173760.78
2275,206791.58
2276,169761.19
2277,181750.92
2278,158074.66
2279,132392.34
2280,112884.26
2281,169354.66
2282,184430.44
2283,90909.336
2284,117055.52
2285,149766.58
2286,130500.42
2287,321201.12
2288,310338.1
2289,395394.4
2290,460318.56
2291,318331.03
2292,414938.94
2293,418568.03
2294,483507.75
2295,466284.25
2296,319218.1
2297,287904.28
2298,304530.2
2299,420139.97
2300,334977.78
2301,246014.48
2302,220306.53
2303,293726.9
2304,256776.08
2305,187698.03
2306,187698.03
2307,192921.02
2308,221574.64
2309,273726.7
2310,246568.95
2311,176007.14
2312,202936.05
2313,186933.12
2314,155742.03
2315,176157.44
2316,185822.5
2317,164216.27
2318,172182.14
2319,184014.7
2320,180459.2
2321,246554.8
2322,162249.89
2323,170800.66
2324,169372.53
2325,223619.53
2326,177287.72
2327,214443.02
2328,228533.25
2329,173179.98
2330,174279.95
2331,366884.6
2332,463599.12
2333,312552.34
2334,262205.38
2335,253241.53
2336,326545.62
2337,213690.7
2338,252033.47
2339,256529.17
2340,408034.72
2341,253608.23
2342,242059.36
2343,210050.17
2344,233964.95
2345,246985.11
2346,224447.81
2347,203944.33
2348,222049.53
2349,189495.05
2350,249233.33
2351,233361.0
2352,331742.5
2353,246189.6
2354,137372.31
2355,110781.28
2356,159620.08
2357,233465.72
2358,199637.36
2359,124391.09
2360,126147.125
2361,142723.66
2362,280059.3
2363,143757.97
2364,163941.12
2365,225858.95
2366,179848.02
2367,250960.92
2368,208521.7
2369,254324.36
2370,178049.11
2371,177241.45
2372,198596.1
2373,267259.9
2374,312349.22
2375,247663.2
2376,249132.08
2377,283415.4
2378,145215.39
2379,191369.47
2380,143655.45
2381,159990.17
2382,188046.2
2383,230421.47
2384,238073.44
2385,153039.4
2386,145565.3
2387,128578.4
2388,96075.35
2389,121521.0
2390,140911.62
2391,137625.14
2392,114032.99
2393,163896.58
2394,144337.75
2395,211340.72
2396,146771.45
2397,200631.14
2398,128831.53
2399,78861.42
2400,40736.93
2401,128358.98
2402,134475.22
2403,148096.39
2404,158581.52
2405,152900.77
2406,142757.73
2407,134991.02
2408,140015.52
2409,126705.3
2410,167138.11
2411,108844.14
2412,141969.78
2413,133307.44
2414,134138.66
2415,129216.32
2416,132657.08
2417,141271.67
2418,127585.99
2419,116189.78
2420,112797.25
2421,155329.28
2422,117911.086
2423,105431.44
2424,167404.5
2425,221123.25
2426,111880.44
2427,128058.12
2428,170593.17
2429,109264.836
2430,138891.17
2431,126701.62
2432,139194.81
2433,135556.3
2434,139665.25
2435,164123.84
2436,96732.625
2437,114079.2
2438,126273.016
2439,110425.805
2440,118024.07
2441,103712.94
2442,102598.984
2443,112121.46
2444,125398.71
2445,94549.414
2446,97653.125
2447,190228.12
2448,145939.05
2449,79485.57
2450,163965.0
2451,130055.25
2452,162079.52
2453,88176.93
2454,123854.97
2455,108402.91
2456,126686.07
2457,130194.336
2458,95858.28
2459,97741.35
2460,153187.23
2461,133373.06
2462,129941.45
2463,108648.59
2464,176661.16
2465,129527.43
2466,109821.61
2467,155358.94
2468,104634.016
2469,113541.5
2470,150701.66
2471,213207.9
2472,148048.9
2473,113192.05
2474,121473.555
2475,220055.56
2476,124472.61
2477,124344.76
2478,154004.52
2479,127012.63
2480,147823.19
2481,131828.77
2482,131088.83
2483,121450.305
2484,134222.47
2485,119829.125
2486,147576.2
2487,169098.84
2488,157922.89
2489,156232.95
2490,159208.94
2491,95895.56
2492,201251.98
2493,140608.31
2494,156809.22
2495,102373.24
2496,218225.67
2497,130212.26
2498,117751.22
2499,106290.19
2500,136438.86
2501,132944.05
2502,138725.64
2503,110011.97
2504,215239.33
2505,204493.62
2506,268715.44
2507,373016.2
2508,268715.44
2509,217704.86
2510,235133.7
2511,197959.06
2512,203445.23
2513,246279.2
2514,237647.23
2515,152158.4
2516,154465.44
2517,139635.19
2518,146204.78
2519,227525.88
2520,207879.48
2521,197357.84
2522,207626.22
2523,139702.7
2524,146987.42
2525,146888.56
2526,155651.0
2527,128031.71
2528,139093.19
2529,134134.84
2530,135724.94
2531,214785.39
2532,237935.16
2533,209701.25
2534,254552.17
2535,292005.38
2536,240820.6
2537,215990.66
2538,183022.17
2539,184329.16
2540,170868.45
2541,177690.5
2542,176221.64
2543,125529.25
2544,134818.94
2545,120973.305
2546,150300.28
2547,142599.86
2548,139969.16
2549,150599.48
2550,281052.4
2551,147914.0
2552,131910.78
2553,84880.46
2554,123697.37
2555,107330.26
2556,98118.7
2557,104824.96
2558,157519.08
2559,128216.56
2560,126132.0
2561,149469.64
2562,129229.43
2563,141153.9
2564,164569.75
2565,91677.914
2566,157030.72
2567,126668.484
2568,191588.92
2569,196126.9
2570,110423.875
2571,192545.66
2572,159766.8
2573,215574.38
2574,259422.25
2575,137684.77
2576,121434.234
2577,186939.2
2578,96160.66
2579,58087.32
2580,125201.125
2581,140933.0
2582,90100.09
2583,262804.12
2584,153648.9
2585,179072.95
2586,166368.6
2587,177588.25
2588,145801.73
2589,147679.2
2590,199737.89
2591,200631.42
2592,263940.47
2593,258461.3
2594,186012.1
2595,210793.6
2596,329730.84
2597,195393.16
2598,274351.56
2599,294717.97
2600,159930.1
2601,152821.48
2602,83123.13
2603,79637.8
2604,78301.82
2605,91924.62
2606,139751.94
2607,162610.08
2608,193464.92
2609,157346.7
2610,112273.836
2611,148453.97
2612,161326.05
2613,123405.29
2614,128369.12
2615,146134.31
2616,145247.1
2617,146354.78
2618,210347.94
2619,199948.3
2620,183391.81
2621,189002.31
2622,201938.45
2623,256026.94
2624,288957.2
2625,322397.38
2626,171040.97
2627,186126.9
2628,425049.22
2629,483828.88
2630,338020.47
2631,455290.9
2632,404943.0
2633,312355.12
2634,362168.84
2635,141431.64
2636,193132.78
2637,148023.7
2638,238768.47
2639,189899.64
2640,156259.8
2641,110536.85
2642,211040.89
2643,97302.984
2644,126154.52
2645,92000.39
2646,92075.87
2647,90909.336
2648,145860.42
2649,140254.6
2650,150946.06
2651,155848.94
2652,449466.34
2653,262099.45
2654,288448.53
2655,322733.7
2656,297737.47
2657,304422.1
2658,271164.97
2659,316425.5
2660,310411.25
2661,308984.8
2662,304498.12
2663,265992.4
2664,273774.8
2665,314476.84
2666,299480.7
2667,169805.88
2668,167602.19
2669,173001.3
2670,303880.22
2671,167602.19
2672,184192.61
2673,184160.55
2674,181877.58
2675,172490.48
2676,205519.42
2677,189645.52
2678,274674.34
2679,286217.84
2680,236095.89
2681,425959.66
2682,359972.84
2683,514556.72
2684,342977.0
2685,348060.78
2686,275699.38
2687,259810.0
2688,249182.23
2689,221290.08
2690,506677.47
2691,202319.02
2692,103329.44
2693,179296.8
2694,125349.25
2695,188217.34
2696,166021.69
2697,208743.56
2698,188423.1
2699,146363.98
2700,161075.83
2701,151992.55
2702,134490.78
2703,124038.1
2704,144053.33
2705,130872.19
2706,120662.39
2707,122934.18
2708,135209.89
2709,102776.76
2710,117961.61
2711,270314.3
2712,366273.94
2713,180715.48
2714,147138.75
2715,178497.42
2716,144038.66
2717,177185.58
2718,246991.56
2719,155072.73
2720,155746.31
2721,139017.83
2722,173365.81
2723,152388.31
2724,125003.56
2725,135657.19
2726,147966.97
2727,171834.75
2728,164167.38
2729,156088.06
2730,143270.14
2731,104582.94
2732,118133.266
2733,169766.55
2734,148366.06
2735,127392.21
2736,148190.78
2737,123662.81
2738,139655.4
2739,155292.52
2740,146998.58
2741,131483.14
2742,151698.64
2743,137171.27
2744,153161.05
2745,147647.31
2746,136038.19
2747,168154.31
2748,124497.71
2749,125978.734
2750,132744.11
2751,118287.55
2752,216922.86
2753,146894.73
2754,218253.73
2755,124425.0
2756,78405.3
2757,63782.67
2758,71377.43
2759,170084.6
2760,116654.31
2761,146564.9
2762,155385.58
2763,205409.73
2764,149743.19
2765,299622.47
2766,136533.34
2767,92149.57
2768,150810.42
2769,141961.9
2770,156845.86
2771,111562.79
2772,119117.07
2773,134980.27
2774,135758.69
2775,114167.41
2776,140742.3
2777,141168.81
2778,127144.984
2779,104772.91
2780,105401.586
2781,94923.66
2782,85891.85
2783,97736.5
2784,124553.56
2785,144566.53
2786,50053.074
2787,119819.266
2788,80538.01
2789,198008.52
2790,66366.375
2791,128153.39
2792,71162.52
2793,180244.5
2794,103876.305
2795,125461.875
2796,102278.91
2797,249324.48
2798,139475.19
2799,126424.47
2800,85074.555
2801,106739.37
2802,116428.67
2803,210692.62
2804,141491.47
2805,99736.36
2806,103459.305
2807,151663.95
2808,145275.05
2809,125133.13
2810,134603.64
2811,162933.02
2812,139457.06
2813,143561.02
2814,149980.67
2815,93209.6
2816,217980.34
2817,135073.84
2818,120699.14
2819,150848.05
2820,113071.805
2821,118566.17
2822,163044.94
2823,276266.5
2824,165398.17
2825,153306.12
2826,133204.34
2827,141050.69
2828,207585.11
2829,197664.11
2830,262660.03
2831,200277.81
2832,228733.42
2833,263437.28
2834,218726.9
2835,223957.22
2836,193376.5
2837,154999.14
2838,154961.22
2839,180597.44
2840,189956.1
2841,205510.47
2842,209921.73
2843,150426.45
2844,131053.555
2845,124542.61
2846,215882.47
2847,205871.11
2848,204513.58
2849,230923.66
2850,250793.61
2851,273060.44
2852,245588.81
2853,234075.3
2854,140394.3
2855,191120.88
2856,206167.56
2857,174989.7
2858,192137.47
2859,155303.08
2860,132938.23
2861,152616.2
2862,219862.64
2863,116736.2
2864,258399.9
2865,145946.22
2866,134221.77
2867,81168.59
2868,129412.41
2869,129874.06
2870,142411.31
2871,126124.44
2872,58034.965
2873,104719.72
2874,132835.84
2875,130665.18
2876,151352.28
2877,141282.22
2878,175089.95
2879,123600.91
2880,120244.73
2881,158044.66
2882,154225.19
2883,165854.02
2884,177215.88
2885,179534.73
2886,163864.75
2887,109760.15
2888,118946.69
2889,84630.94
2890,63629.41
2891,136237.42
2892,69411.52
2893,93768.12
2894,43233.363
2895,302727.62
2896,272126.4
2897,193709.84
2898,179937.25
2899,246550.12
2900,165074.73
2901,183403.66
2902,168605.23
2903,353894.53
2904,313031.66
2905,133943.0
2906,185386.48
2907,116060.664
2908,131252.53
2909,154113.27
2910,79924.34
2911,83123.13
2912,153995.8
2913,82880.74
2914,78301.82
2915,78301.82
2916,82236.56
2917,157566.84
2918,101299.91
2919,229034.44
